Country Name,Access to clean fuels and technologies for cooking (% of population),Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Annual freshwater withdrawals, total (% of internal resources)",CO2 emissions (metric tons per capita),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Food production index (2014-2016 = 100),Forest area (% of land area),GDP growth (annual %),"Government expenditure on education, total (% of government expenditure)",Heat Index 35,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Land Surface Temperature,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Methane emissions (metric tons of CO2 equivalent per capita),"Mortality rate, under-5 (per 1,000 live births)",Net migration,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),Political Stability and Absence of Violence/Terrorism: Estimate,Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Prevalence of undernourishment (% of population),Proportion of seats held by women in national parliaments (%),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Renewable energy consumption (% of total final energy consumption),Rule of Law: Estimate,"School enrollment, primary (% gross)",Scientific and technical journal articles,Standardised Precipitation-Evapotranspiration Index,Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss (hectares),"Unemployment, total (% of total labor force) (modeled ILO estimate)"
Namibia,0.47580645161290325,0.05332903483762479,0.05014505754706393,0.5427176566314077,0.15738945987567204,0.0028371833308416757,0.06394282082611753,0.19480519480519476,0.27675970303542896,0.07914021747269845,0.7464458202477289,0.6930020170264125,0.0,0.4128832149599926,0.8028591401143356,0.0003998906705146219,0.2490582601857269,0.32685512367491165,0.4622612109822383,0.3556361650474932,0.8006018231159351,0.08516784076932879,0.0007112002179599402,0.3010309278350516,0.6956322366158426,0.8625353267255438,0.32444537027392983,0.5720430078577583,0.7845180244372868,0.0002856942778574691,0.6392143288288578,0.4165077995621434,1.3369390579726856e-06,0.6888108165655276
Nepal,0.42237903225806456,0.008603420281940449,0.027947652511773287,0.2983842845519005,0.44049403163000295,0.0029728739690280375,0.024581511950481735,0.3717532467532468,0.4896156376280424,0.42554068624312164,0.70675269678823,0.26068813386386924,0.07215532530570336,0.01429470466600724,0.5335144019253857,0.005094144226037042,0.08861394431280245,0.22261484098939932,0.7082202269088884,0.04372055563327731,0.587453605400755,0.15703358927957706,0.15965377291631272,0.0597938144329897,0.49640970058257716,0.4202123906761092,0.7748151234246434,0.3370478288518999,0.6214532626102199,0.0021750332108026295,0.6729634236732107,0.4232982556076223,0.0009201483066497008,0.38152524929912346
Netherlands,1.0,0.005274617622259202,0.0,0.6172265488782983,0.03138750005820738,0.04752600247646256,0.30324528241293625,0.15178571428571425,0.2811765811483883,0.11030788213507817,0.6806051537986321,0.2107243765590228,0.0,0.9216038838442866,0.3711549040592492,0.01044459058665614,0.09651639497165213,0.018551236749116608,0.5121838556793662,0.09843392801099068,0.8430616390902995,0.6442392035527271,0.39925062502554326,0.0,0.6318926974664686,0.8609667877560001,0.11082178939693782,0.9171129483067346,0.4555858934495157,0.0498246550249807,0.7243439050128682,0.45342551140260173,0.0008212148163597221,0.11703751020263317
New Zealand,1.0,0.007616921533424879,0.0,0.4234569336278043,0.11666098118299655,0.0018566126306587896,0.26903062429668156,0.22402597402597402,0.2771356075556808,0.3847301048043901,0.6505171268493921,0.3258842571581557,0.0,0.9173334532050703,0.3718519234502611,0.0049279626175327725,0.7515339839900312,0.02385159010600707,0.495893366743231,0.672969182004086,1.0,0.4985617357782024,0.013290314222992535,0.0,0.8063219326478731,0.8667767756708158,0.2964274554733882,0.9375964358887869,0.38129100824298845,0.01340239726973383,0.872190516993677,0.5483787842486563,0.022140713504321154,0.12466730544022145
Nicaragua,0.592741935483871,0.039004211710177046,0.0,0.4865744507729862,0.31751251351441667,0.0004674667324882001,0.03653943351880068,0.2849025974025974,0.5341603232778874,0.28017264604746744,0.6688302033310498,0.6218503001025525,0.013254923924204237,0.581587701159759,0.6451899156486246,0.0012563849796057912,0.1621326046007037,0.09982332155477033,0.45744983769623565,0.1101641491111728,0.5619983569465288,0.1218933504791003,0.04217224699670075,0.31546391752577324,0.8282864676307309,0.506022831013337,0.5414019372981982,0.09985484321040894,0.48779798208412284,4.519685267453533e-05,0.4658889273214921,0.17839885022501548,0.030699797353462285,0.16072252386528976
Niger,0.04334677419354838,0.015182666854036077,0.0,0.42241078693479023,1.0,0.046454787796609026,0.0030998162461188744,0.31331168831168826,0.5782351282774175,0.005609867131567253,0.8263968449811085,0.2583458380614798,0.14757770932511902,0.7265351074350443,0.9079838713221366,0.006801090254321874,0.13284433849713403,1.0000000000000002,0.4621805336724944,0.11398660143363973,0.265634261176587,0.027986343235942575,0.013693531745402299,0.2804123711340207,0.36787388002082805,0.6847968101140653,0.8515779606291012,0.32707606040447645,0.0,8.39882049204695e-05,0.2856134720564016,0.32602908252421203,0.0,0.01121402462826928
Norway,1.0,0.13460448338496683,0.0,0.026153667325351626,0.039229226196158824,0.00039787198522799137,0.3259854648197663,0.1964285714285714,0.29734047551921805,0.3417303150465901,0.6538721860765868,0.18419043248294412,0.0,0.8613908118313403,0.05905757984170948,0.0011464765792468556,0.08881410007374053,0.001766784452296822,0.47417060561767177,0.13989904443197493,0.8809470341143141,0.5755964804361442,0.009775703917252626,0.0,0.708859866489122,0.8914458711479543,0.636808665763983,0.9459621502300356,0.3934358739528495,0.01979086115756799,0.6250787478009611,0.27219121051916895,0.0213699681373999,0.11654068632669717
Pakistan,0.5453629032258064,0.018621222831024416,0.007430011469381532,0.5374869231663373,0.4854571815590804,0.21712640504851274,0.03615740820444706,0.23214285714285715,0.4825674278733202,0.04618385449179728,0.6882784390040495,0.15379808340233755,0.60991318958275,0.2925020228355657,0.7568173548637771,0.07313867612430362,0.08143368539927111,0.5415194346289752,0.0,0.05755181113233479,0.15273703966986074,0.09023542550831559,0.22944961791709806,0.32989690721649484,0.27066175124846326,0.12577081464427348,0.48380377044057915,0.27540484317593406,0.22550830593053917,0.025429060277252155,0.22638181872748503,0.1754019534134344,2.1056790163069798e-05,0.19518080840342097
Panama,1.0,0.02325065398589576,0.0,0.33790538184354296,0.04668093184044026,0.0005127531997622085,0.14457122444872708,0.03327922077922077,0.4169720890893712,0.5807518845874534,0.8125455932071557,0.23679371248676082,0.001586857089517409,0.5743279690730916,0.6398722703381989,0.0004247904134425586,0.13294657921945166,0.10512367491166079,0.46999199554534693,0.05482165753635976,0.7324350991206545,0.24024258755889327,0.043505448675738745,0.0577319587628866,0.30763418064272313,0.583400285554539,0.29455265076554527,0.3614648090082235,0.4219835543759628,0.00037547580251289723,0.8357346417949466,0.495980673912606,0.00815198590598845,0.2637070158628766
Paraguay,0.7106854838709677,0.02400324910837248,0.07480683556429074,0.6237359060792746,0.2336878231424436,0.0012533817282172842,0.0537432899598084,0.17938311688311687,0.13494972277041628,0.40735578871912104,0.594005294327302,0.2080292057265635,0.14645757490898909,0.7186685246785935,0.7135256800064946,0.0010134898049049032,0.5374468352396584,0.14310954063604242,0.45915355264906316,0.38500776713278423,0.6633769422995602,0.16141737977987683,0.011335793273291095,0.03505154639175258,0.2175856929955291,0.6643674751284461,0.6383710030205187,0.2979738330352494,0.3274106453988531,0.00021820508919248734,0.30654952271369545,0.25641026754532575,0.09263817850074985,0.19205791546896622
Peru,0.9173387096774193,0.13334296819690553,0.007284043515495092,0.2162036498895734,0.14620881845095404,0.0014340604445224,0.07517749397805808,0.10957792207792207,0.5355699652288318,0.5778804611001143,0.6471123743964131,0.4042074928699564,0.004107159525809764,0.7536411040186997,0.6333148960810341,0.004381912819742808,0.10607223093901462,0.1068904593639576,0.5285091465922537,0.05818492628981203,0.5361768152774609,0.2362601950486613,0.01862418709040079,0.09278350515463916,0.6199701937406856,0.8008212379071391,0.3277783564212062,0.30875863020661765,0.4933558257748146,0.004022624406688656,0.44732618564446325,0.3010842859248811,0.07527100590292017,0.11671812342524573
Philippines,0.5917338709677419,0.022872019388125595,0.0,0.49075903754504246,0.1926636935827348,0.011247924843599435,0.0610007765952418,0.13636363636363635,0.27657175077530305,0.24658871004701638,0.746599607127137,0.3755047165573566,0.10669280313637637,0.4425289939764452,0.6530416977181157,0.01639723348778031,0.06225670899957368,0.20936395759717313,0.43249286559476574,0.0165965938369574,0.4658570143578702,0.127759165959252,0.29238930475660435,0.055670103092783516,0.3934042869259774,0.5666030316118531,0.30111446724299556,0.3178622766065038,0.3117800653280861,0.0045755430229393055,0.7872283484480933,0.06655714558457536,0.0163383979927197,0.07193299975158807
Poland,1.0,0.0055929103818577125,0.0,0.54818086713937,0.0529269380986119,0.010141263707217825,0.34524322714544253,0.19155844155844154,0.3818250164458227,0.31659645208523324,0.699569184134842,0.21598554465803702,0.0,0.7009349995504808,0.3350473592988523,0.018759369605244332,0.08547645113131401,0.020318021201413426,0.46504695103045485,0.1278046515442718,0.7858270588604059,0.5986588532278754,0.09328496223976909,0.0,0.41003045422147366,0.7266913947339433,0.1665451515467139,0.5792220651978582,0.356584236781195,0.05488607541259858,0.5628582020112602,0.6807425199463017,0.02592592221220632,0.09180595478902728
Portugal,1.0,0.004340594083201892,0.005247675909768372,0.49854701848192495,0.03970672116570292,0.010116419633394843,0.16432189928182728,0.10551948051948053,0.36895028662719664,0.3695227056144666,0.731475928500167,0.16453756829518815,0.0,0.7716443405556053,0.5479280536727156,0.0076168985218390975,0.12457059594081249,0.009717314487632508,0.49772442529281113,0.05678195671427411,0.8808840936786337,0.7391098875142303,0.08542994167150843,0.0,0.5655413723838523,0.8520222393966228,0.32350796792000835,0.7674226151395461,0.4618791276897801,0.025519722744856973,0.4305071121152908,0.30827029628229635,0.012441554873493813,0.2219028354448348
Romania,1.0,0.013101035779603018,0.0,0.6371033360455655,0.07666913618140937,0.009491994363249505,0.16433134548603895,0.10633116883116882,0.1325063433887793,0.30728597903500904,0.6860298649460026,0.10939863538746444,0.0,0.5371752225119122,0.43491573052194465,0.003641875871668584,0.09445592220107844,0.03886925795053004,0.4555990052962281,0.09774292902299657,0.7825934232400679,0.6098246845026436,0.06233095625942465,0.0,0.24603712234114644,0.6180989315341281,0.24903655869180294,0.5719362029819268,0.2991506997965242,0.014487868295744192,0.6416748178998326,0.4365079984943455,0.004912916803285127,0.19159657901273996
Rwanda,0.08568548387096775,0.06692803712106714,0.21858072164896644,0.8820179007323027,0.5637231951481696,0.003999408476539675,0.0036144724473643874,0.19318181818181818,0.4344516492810825,0.11263931389498222,0.7586129188188426,0.2628546138242144,0.0,0.45169918187539326,0.634682174704537,0.012583775961630121,0.0164662026880167,0.33038869257950526,0.46441418781677707,0.022164882423527932,0.6619359414402126,0.05185002315142823,0.4184566827595589,0.6,1.0,0.8012165030592708,0.8461618581397772,0.5009630866195413,0.8068771253887855,0.0003831205955652137,0.6615994113878291,0.16304023978395898,0.000976633981849047,0.5226587174846518
Senegal,0.34274193548387094,0.04002961028048412,0.0,0.5689875624782053,0.3611202545937979,0.0074302343777390934,0.029073990997632703,0.19480519480519476,0.9999999999999999,0.4266485998413156,0.6770409349838444,0.6034689419987659,0.574255577335947,0.21974737031376423,0.855453938769637,0.010112469264071285,0.07782830852103069,0.32332155477031804,0.45768237817726226,0.07229227716118145,0.6134592643495471,0.05439229069709276,0.06583174099989686,0.06597938144329897,0.6958406719956638,0.49280705266275066,0.40089574002708056,0.3883252092569513,0.21297806855369894,0.0005798247042980609,0.42953110619574375,0.27734963521784217,5.915955331529134e-05,0.09751942936229106
Serbia,0.8296370967741935,0.011125268257191612,0.0,0.4642566546553528,0.0747641033269743,0.03985557567464142,0.28906357011151323,0.3368506493506493,0.2564608589418288,0.33063239606921524,0.6443858779306207,0.07213044863400872,0.0,0.7005753843387574,0.46910406917783776,0.0036380076497224984,0.1959685863754934,0.030918727915194344,0.4658553060359283,0.1349894785984841,0.6082889292017876,0.6835379680743864,0.06091702977745685,0.0,0.5583538929729867,0.7005840602554556,0.2693469430267681,0.429420730721333,0.36635607973588036,0.007068357738688132,0.5284145784458698,0.1457039607681202,0.0013610039610161939,0.27037865076830264
Sierra Leone,0.001008064516129033,0.1421852705323208,0.45499469911607643,0.6307102173660352,0.6061188733801459,3.759622594163111e-05,0.005249321620415868,0.35957792207792205,0.3161357015318109,0.35602794159560996,0.6628640870175596,1.0000000000000002,0.03360403248389807,0.2892205340285894,0.6616099085463646,0.000169434688976948,0.044309475617002256,0.907243816254417,0.4666850167998633,0.018548904458580186,0.6302845031089969,0.05346309387389075,0.08816164612459858,0.5216494845360824,0.12510462813629275,0.9110606216044614,0.7397146130611395,0.23239601685120134,0.9999999999999999,8.621295914858505e-05,0.6053634100920398,0.09117833846277262,0.03777955813495664,0.10603641009262216
Slovak Republic,1.0,0.00021660346811510587,0.0,0.43601069394397307,0.037272226475506785,0.0027291123436627737,0.24563244188282232,0.2621753246753246,0.14162202800488677,0.40972619365331503,0.6281080889679993,0.1519649545798152,0.0,0.758383529623303,0.3613235998714789,0.0013617488730724644,0.08889056555559517,0.03180212014134275,0.46704410992362544,0.07363309865341942,0.7708344160062877,0.5431665574003628,0.0855700430036656,0.006185567010309277,0.2861400894187774,0.8095896366803557,0.18216852411207166,0.6320832062843413,0.4059801471746026,0.00808178554892227,0.4343276645728167,0.6735147565117764,0.0020381635938793593,0.19911991199119913
Slovenia,1.0,0.0027317848132562576,0.008485420233422395,0.3476694176450076,0.0271164322609833,0.0033386487876321752,0.24696504862722823,0.16964285714285715,0.21539329010431352,0.6293878609589192,0.6425703511236729,0.227700518480314,0.0,0.7770835206329225,0.3796576768696246,0.004129984911414287,0.0888080024922098,0.001766784452296822,0.4717384220150977,0.07646519576350258,0.8402489372828118,0.6604923045529865,0.07894475140910032,0.0,0.6199701937406856,0.8310342814874943,0.23174669305280698,0.7285132180144915,0.40266979315112195,0.005703881628741077,0.3813019503614663,0.7184249987859719,0.0007463462291132518,0.1171439724617623
South Africa,0.8971774193548386,0.0766932874147558,0.0,0.917935603859119,0.05018058967262913,0.028515719225297515,0.2938983121330464,0.474025974025974,0.3962033643454562,0.14146253014062157,0.6313647979745075,0.5183399328401626,0.00037337813870997856,0.4222781623662679,0.6701349524024733,0.04083326485126622,0.13927105722257216,0.27208480565371024,0.49006561754525835,0.058118095367581224,0.46344610014678445,0.15562775140987428,0.03603849856264017,0.11134020618556702,0.7362146050670642,0.7832230873517001,0.10009374023539215,0.4660593330224282,0.38357183304187015,0.02370651818646994,0.6971763836703627,0.22814682692168137,0.017402601482865956,1.0
Spain,1.0,0.000674424604883319,0.0,0.5710798558642334,0.04772002328466983,0.016395654156948145,0.21340767068882957,0.12662337662337658,0.2607837609247251,0.38001122037907487,0.7099584347608519,0.1458416100550801,0.0,0.7206688842938054,0.5386984251666685,0.027110440972342744,0.09252466040530452,0.0088339222614841,0.6308071843935281,0.09011988825682579,0.7238626086370944,0.6451502773402977,0.07139387428861038,0.0,0.6732627605378784,0.8120459344291544,0.19997916883657954,0.6809412986547009,0.4385770811320101,0.09799516795326642,0.4410252662006964,0.32109825836477474,0.02867466891539816,0.42301004293977784
Sri Lanka,0.34879032258064513,0.0009730418519875104,0.0031788362042145957,0.5598047192839707,0.1692162931419753,0.015401373114725819,0.039582020582473,0.050324675324675314,0.2646367822573066,0.3484172218031457,0.4331749698344268,0.010789017108289528,0.17791468309530475,0.31643891036590843,0.6924432462076091,0.05705888867736981,0.037843831749789746,0.04151943462897527,0.39257895302998663,0.020156917437363295,0.446712118338331,0.32757839545931833,0.27409115476809537,0.0577319587628866,0.0,0.3109186031710662,0.5121341526924279,0.44494483932826623,0.36927325465365,0.0026459196141051804,0.8841807453131687,0.060401577503025806,0.004443985428701207,0.2280421590546151
St. Vincent and the Grenadines,0.8941532258064516,0.0003391121769758264,0.0011078475846223116,0.2034174125305126,0.0824806554738031,0.004931169505763616,0.09609345181222001,0.1176948051948052,0.28221031857908085,0.7510792567066394,0.6924343679974428,0.35896764378594614,0.0,0.6922368066169196,0.5930225015569442,0.004834657748400647,0.06968544333834685,0.10335689045936396,0.4653633326372938,0.008657153063388183,0.9291670160300989,0.32299546416421604,0.2043041246926579,0.012371134020618554,0.22977916271507964,0.6758891639758444,0.050619727111759195,0.6380870488302491,0.5527141157176462,0.0,0.39843888617900813,0.008208025473735402,4.345051938411229e-06,0.6520103623265553
Suriname,0.9566532258064516,0.1676229013426935,0.10825556324796555,0.0,0.1522668525177323,0.00034598684493587794,0.19410311410707073,0.2922077922077922,0.15797387463584245,1.0,0.6420194237435746,0.3136983240418715,0.0,0.3964308190236445,0.6182300178919005,0.0023462357301883433,0.2716412293190977,0.13427561837455831,0.4654155356024222,0.05515758085684416,0.7584017071760056,0.1955240492776678,0.0013703566179568496,0.13402061855670105,0.4306127816253187,0.6319415130040522,0.15113009061556087,0.4254724285330741,0.3827404724026785,1.8096658553530492e-05,0.9514460140431591,0.15188894755828214,0.004098386682215268,0.2767308988963413
Sweden,1.0,0.01005278410981777,0.0,0.07985586423340695,0.01607020634688763,0.0008688535278185126,0.1594653190115017,0.19724025974025972,0.2825862230993328,0.7049062285756685,0.6517523785128326,0.2980625426885617,0.0,0.9297626539602624,0.13003829665272618,0.002114596080535526,0.04751330759089811,0.00441696113074205,0.5297825825597803,0.13085800317566146,0.8919351703452087,0.658043048283962,0.018034179476610162,0.0,0.7347541837654099,0.8909131463471482,0.6067076346213937,0.9261034695299597,0.6047082364531023,0.032659227825135514,0.5418315940615135,0.27815819640487893,0.1113526514342515,0.26679442137762166
Switzerland,1.0,3.6818595555813486e-05,9.778867223809202e-05,0.43403463907939094,0.008410226589865,0.0026113370091640302,0.1699660643787608,0.03490259740259739,0.24725119819565833,0.32885309844415256,0.6447599400439467,0.3351394557851116,0.0,0.925896790434235,0.30087937829635714,0.0039518283925301535,0.061076243328257354,0.01590106007067138,0.508205356973367,0.05142916670421305,0.9601131494233921,0.6112552515731684,0.1679627695500706,0.0,0.646795827123696,0.8364334416338501,0.27309655244245395,0.9431074755500379,0.422239357649559,0.034442838672917676,0.6450526310756639,0.21743625762080016,0.0011551153460884003,0.12849994676887044
Tanzania,0.0907258064516129,0.05829408514592327,0.0,0.5134255492270138,0.49298201657130974,0.0038421412362232813,0.011086659967225881,0.4415584415584415,0.36481533690442636,0.5236739051054354,0.6852697612141905,0.32743215569258777,0.0007467562774199571,0.9053537714645326,0.7227212080763913,0.008024891655362038,0.08235137551645551,0.39840989399293286,0.4531699855097224,0.09007260675827385,0.5837739556815706,0.05276563489049021,0.05361262804966686,0.4329896907216495,0.5637377663742379,0.8898761892921585,0.8728257473179878,0.33856814027955195,0.3535538978637883,0.0013278348557470851,0.5491570952632027,0.5582532099727655,0.055174472218239255,0.08300507470101849
Thailand,0.8669354838709677,0.02410733563426859,0.0,0.5038939904684412,0.17541963815038136,0.016035438558568677,0.16981425602460223,0.2857142857142857,0.31124894276853676,0.3970726959888511,0.6453568060503573,0.33833905544115117,0.46140203491085596,0.7735997482693515,0.7108881885218791,0.014357607633037044,0.11933290135245139,0.05565371024734983,0.493762536621171,0.05503783262674557,0.5528547024443746,0.43668954463127224,0.10624482413621779,0.055670103092783516,0.1862251195450439,0.7422296388742942,0.2153942297677325,0.4791612335336043,0.4234885478471003,0.02083757069380528,0.6795403322818909,0.2382046986869261,0.041049376835993336,0.023883033464636785
Timor-Leste,0.1844758064516129,0.9999999999999999,0.005873581120297232,0.26165291177496225,0.34950977480844886,0.00894222250069374,0.01443045391082935,0.050324675324675314,0.28766093412273275,0.6343164450712101,0.17424734163172018,0.08566400077047129,0.0025203024362923554,0.5465701699181873,0.6714638979977695,0.01766820796514947,0.4342865586373002,0.4284452296819788,0.46289001942583063,0.03576606765768199,0.725991768510234,0.13312529851625263,0.06673641485990332,0.4082474226804124,0.6199701937406856,0.8238685085994981,0.11415477554421415,0.21731753562375905,0.5288143176145069,6.674262684346642e-06,0.13711848364524748,0.09283524199980202,0.0004782899479897283,0.05582171120337841
Togo,0.125,0.11776616587265307,0.1696487604114114,0.8111124026502383,0.37621388882244866,0.0011757241939495324,0.01157006958392,0.6144480519480519,0.5371675594399022,0.2254917456350981,0.7107707670909993,0.332495967820592,0.19947727060580606,0.3777757799154904,0.766722835595296,0.001994038570344149,0.0351884431019533,0.5353356890459364,0.4648761049627619,0.04035735830579194,0.4663650178693305,0.05027630703408776,0.12071238985192055,0.3072164948453608,0.23871210756456696,0.9434028101335767,0.7964795333819394,0.3067086857776573,0.663700980359906,0.00011785224914440282,0.5225513032986793,0.39541581088302485,0.001971316640980725,0.12445438092196318
Turkiye,0.9526209677419354,0.0027191509885821897,0.0,0.5775892130652098,0.12463120174431838,0.01703208512517908,0.22550450517573023,0.11201298701298702,0.5435579362841837,0.2965512287995511,0.7051295364151651,0.1328480397163683,0.001306823485484925,0.3658635260271508,0.5387188774383689,0.028655175332325294,0.06455413753003401,0.0618374558303887,0.4016337946177161,0.0935843732863234,0.3796474650236496,0.23373813611212862,0.0825207322068918,0.0,0.21497380429271656,0.3717653379568357,0.14133944380793667,0.3344485435745004,0.43509610386875763,0.06363082279026284,0.31495598153180426,0.10151047804680456,0.0264994690680766,0.33436246850491497
Ukraine,0.9485887096774194,0.04246869972818489,0.0,0.823549924444961,0.15081401630157637,0.010769511622980895,0.16652430990471997,0.476461038961039,0.1574100178554647,0.16938500281056662,0.0,0.3246050221667591,0.0,0.5574035781713564,0.3823344013076334,0.0075791275619224024,0.07982280696364841,0.054770318021201414,0.46394436113062126,0.13723634502171306,0.1270650129743106,0.5562665765018794,0.056575647940873906,0.04742268041237113,0.26821405544809845,0.7125417219569381,0.0892615352567441,0.2075719764887426,0.32212395668713734,0.0190663677034967,0.7614898236572389,0.2199044116166595,0.022257695671893764,0.34114056566947015
United Arab Emirates,1.0,0.059570633072385755,7.73413572921212e-06,0.05893293037312566,0.009923427423669588,1.0,1.0,0.3563311688311688,0.5054036274786203,0.042969307988626734,0.7523020868251188,0.3423547605138375,1.0,0.9354940213971048,1.0,1.0,0.7272339815742639,0.03886925795053004,0.463478489214551,0.032571758980553506,0.8387049945625067,0.0,0.09986750046202895,0.0,0.7988077496274218,0.5008302919447549,0.008019997916883658,0.6910521711776476,0.5872945777338031,0.006623227718227859,0.10186174012597349,0.2852476043558122,0.0,0.0970935803257745
United States,1.0,0.014226255767099781,0.0,0.530396373358131,0.015352961595791796,0.0098893425850309,0.6628810948174129,0.2516233766233766,0.2798609153275068,0.3459429759924981,0.6318784429032951,0.2683094078563095,0.012041444973396808,0.688640654499685,0.4520030053295967,0.01760127732315537,0.26265600903792746,0.037102473498233215,1.0,0.16881517383707115,0.6443930442675931,0.521655580232255,0.02629044658620924,0.0,0.4179499917204835,0.8134612465426725,0.11467555462972608,0.8384149591703635,0.38575852995578297,0.6806376802592182,0.562094570845066,0.2845247886322948,0.6832757948186258,0.12175733702402497
Uruguay,1.0,0.0003358445781877744,0.0,0.9403696384981982,0.11219679242285564,0.0024549729063729755,0.10636170012731519,0.14610389610389612,0.2512921717883657,0.11775251956114831,0.6926776057007991,0.4151358319356474,0.0,0.749100961970691,0.5926008172203797,0.006023044486356257,0.7051434994441286,0.03356890459363958,0.4644877465403671,0.5310250937637941,0.9427928029466699,0.4899594324890052,0.013416800311740812,0.0,0.3562299598067118,0.7254887283637537,0.6347255494219353,0.6720608491640989,0.49712190613792073,0.001421617951765835,0.35076303491703764,0.043628165969640795,0.0056816567616194205,0.28996770644806413
Uzbekistan,0.7792338709677419,0.24398826854233543,0.0,0.6696501220504476,0.4274646344743707,0.22706838138701405,0.16109234753594578,0.5219155844155844,0.40738652382294893,0.083820884673832,0.7078851864975603,0.5923706341775185,0.002053579762904882,0.4140294884473612,0.6806923910841889,0.10629261415560952,0.17977229679570295,0.1068904593639576,0.43465533387750965,0.10272468299687351,0.602141288168132,0.11506071874751522,0.05934719935116484,0.0,0.5007451564828609,0.4412515380709398,0.009165711905009895,0.22538427511123535,0.3384836111772699,0.0020424289000650847,0.017920949724006263,0.10322358250953771,1.3369390579726856e-06,0.1458178075872103
Viet Nam,0.9868951612903226,0.008981125984321632,0.0,0.450540509124724,0.24654159465064174,0.014303380575730306,0.1693094016258066,0.2386363636363636,0.4000563856780378,0.48088584778263815,0.7557505079206934,0.3667993792880847,0.30224960328572764,0.8172929964937514,0.6478074658003724,0.011280548873287366,0.09079465137646778,0.16431095406360424,0.46406854091130556,0.05146982066822693,0.6458278187749938,0.24252152614908784,0.23775984208258827,0.05154639175257732,0.4457917324962898,0.8668754615374321,0.19747942922612227,0.41698463388762647,0.6712376150116847,0.012252214265034523,0.5721303480558417,0.05235166229103198,0.06453204291975458,0.050995422122857445
Zambia,0.08467741935483869,0.36723101854018714,0.0,0.3675462048122748,0.04205414907866804,0.0011889352058673096,0.01585954677530713,0.5267857142857142,0.45888544309745327,0.6155685343092724,0.6993504768794653,0.19056399198471838,9.334453467749464e-05,0.40294884473613224,0.7135118110660058,0.0016436290905262733,0.089882967694311,0.49204946996466437,0.47279355467390544,0.13950050389715593,0.6808714733667488,0.0027170302842312935,0.01851241507897708,0.5628865979381443,0.17395363869786112,0.7313757563544692,0.8508488699093846,0.3176373888115429,0.3451965171805317,0.0003817767842864862,0.5929872699782046,0.7393431254728615,0.06733393295050083,0.14205614109798076
